72057594037928215,09:32:37.289,Left,-1.470796,-2.707991,6.680162,1
72057594037928215,09:32:37.289,Right,2.369215,-4.193391,8.265893,1
72057594037928215,09:32:37.326,Left,-1.952683,-3.182686,8.046573,1
72057594037928215,09:32:37.326,Right,2.726065,-4.77707,9.591949,1
72057594037928215,09:32:37.362,Left,-2.24649,-3.233273,8.501719,1
72057594037928215,09:32:37.362,Right,2.773641,-4.838365,9.867876,1
72057594037928215,09:32:37.413,Left,-2.443671,-3.096184,8.627868,1
72057594037928215,09:32:37.413,Right,2.784752,-4.841997,9.926902,1
72057594037928215,09:32:37.448,Left,-2.629625,-2.615231,8.560532,1
72057594037928215,09:32:37.448,Right,2.765866,-4.845884,9.906648,1
72057594037928215,09:32:37.481,Left,-2.763463,-2.685673,8.813293,1
72057594037928215,09:32:37.481,Right,2.678397,-4.946896,9.595609,1
72057594037928215,09:32:37.531,Left,-2.924321,-2.635937,9.083073,1
72057594037928215,09:32:37.531,Right,2.73173,-4.904231,9.652507,1
72057594037928215,09:32:37.565,Left,-3.059725,-2.467154,9.214372,1
72057594037928215,09:32:37.565,Right,2.737267,-4.863104,9.660273,1
72057594037928215,09:32:37.616,Left,-3.172177,-2.363524,9.346676,1
72057594037928215,09:32:37.616,Right,2.748859,-4.819531,9.616159,1
72057594037928215,09:32:37.650,Left,-3.274868,-2.339529,9.496898,1
72057594037928215,09:32:37.650,Right,2.468132,-4.84118,8.933643,1
72057594037928215,09:32:37.683,Left,-3.350904,-2.369996,9.634825,1
72057594037928215,09:32:37.683,Right,2.64721,-4.799346,9.034417,1
72057594037928215,09:32:37.734,Left,-3.481885,-2.410146,9.743876,1
72057594037928215,09:32:37.734,Right,2.927732,-4.551824,9.270338,1
72057594037928215,09:32:37.767,Left,-3.561929,-2.464879,9.772676,1
72057594037928215,09:32:37.767,Right,3.044516,-4.422674,9.216592,1
72057594037928215,09:32:37.801,Left,-3.652248,-2.527248,9.762795,1
72057594037928215,09:32:37.801,Right,3.137327,-4.303491,9.10237,1
72057594037928215,09:32:37.851,Left,-3.742576,-2.609064,9.711525,1
72057594037928215,09:32:37.851,Right,3.275538,-4.09718,9.032845,1
72057594037928215,09:32:37.885,Left,-3.816259,-2.846035,9.579642,1
72057594037928215,09:32:37.885,Right,3.499418,-3.71141,8.533767,1
72057594037928215,09:32:37.935,Left,-3.834913,-2.916251,9.538805,1
72057594037928215,09:32:37.935,Right,3.567343,-3.606111,8.355763,1
72057594037928215,09:32:37.970,Left,-4.13256,-3.155384,9.177153,1
72057594037928215,09:32:37.970,Right,3.858252,-2.915632,7.875581,1
72057594037928215,09:32:38.004,Left,-4.093791,-3.24128,8.971199,1
72057594037928215,09:32:38.004,Right,4.026475,-2.162775,7.854765,1
72057594037928215,09:32:38.055,Left,-3.996765,-3.274699,8.867095,1
72057594037928215,09:32:38.055,Right,4.065185,-1.684856,7.994519,1
72057594037928215,09:32:38.089,Left,-3.82327,-3.241035,8.761927,1
72057594037928215,09:32:38.089,Right,4.055551,-1.126767,8.355581,1
72057594037928215,09:32:38.122,Left,-3.685685,-3.100814,8.651302,1
