72057594037935930,11:15:29.878,Left,-1.613972,-2.328812,5.17579,1
72057594037935930,11:15:29.878,Right,2.036164,-2.555837,5.0919,1
72057594037935930,11:15:29.928,Left,-2.276842,-3.092302,6.65317,1
72057594037935930,11:15:29.928,Right,2.857934,-3.461975,6.555995,1
72057594037935930,11:15:29.962,Left,-2.852422,-2.966144,7.22479,1
72057594037935930,11:15:29.962,Right,3.483612,-3.742018,7.53852,1
72057594037935930,11:15:29.996,Left,-3.309398,-2.577396,7.587014,1
72057594037935930,11:15:29.996,Right,4.08462,-3.604031,7.67482,1
72057594037935930,11:15:30.046,Left,-3.662499,-2.151887,7.894173,1
72057594037935930,11:15:30.046,Right,4.468364,-3.477997,7.927394,1
72057594037935930,11:15:30.081,Left,-3.902769,-1.827368,8.110805,1
72057594037935930,11:15:30.081,Right,4.706941,-3.38681,8.140425,1
72057594037935930,11:15:30.130,Left,-4.13587,-1.484925,8.454064,1
72057594037935930,11:15:30.130,Right,4.975965,-3.23779,8.407802,1
72057594037935930,11:15:30.164,Left,-4.284587,-1.260795,8.727788,1
72057594037935930,11:15:30.164,Right,5.129927,-3.155722,8.647822,1
72057594037935930,11:15:30.198,Left,-4.385432,-1.092207,8.983429,1
72057594037935930,11:15:30.198,Right,5.248553,-3.103698,8.905834,1
72057594037935930,11:15:30.249,Left,-4.431278,-1.020627,9.125113,1
72057594037935930,11:15:30.249,Right,5.328874,-3.072663,9.048362,1
72057594037935930,11:15:30.282,Left,-4.472303,-0.9870348,9.259273,1
72057594037935930,11:15:30.282,Right,5.422929,-3.046413,9.197704,1
72057594037935930,11:15:30.316,Left,-4.497272,-1.008663,9.365114,1
72057594037935930,11:15:30.316,Right,5.513276,-3.055879,9.315494,1
72057594037935930,11:15:30.367,Left,-4.531194,-1.047619,9.425858,1
72057594037935930,11:15:30.367,Right,5.569934,-3.082538,9.381517,1
72057594037935930,11:15:30.400,Left,-4.578641,-1.130168,9.460747,1
72057594037935930,11:15:30.400,Right,5.615917,-3.120336,9.427879,1
72057594037935930,11:15:30.451,Left,-4.608604,-1.192087,9.472494,1
72057594037935930,11:15:30.451,Right,5.64354,-3.124393,9.455376,1
72057594037935930,11:15:30.484,Left,-4.639484,-1.272942,9.46339,1
72057594037935930,11:15:30.484,Right,5.694154,-3.047162,9.46386,1
72057594037935930,11:15:30.518,Left,-4.659602,-1.362802,9.426679,1
72057594037935930,11:15:30.518,Right,5.736166,-2.762023,9.495026,1
72057594037935930,11:15:30.569,Left,-4.658513,-1.428148,9.388857,1
72057594037935930,11:15:30.569,Right,5.764508,-2.417771,9.5207,1
72057594037935930,11:15:30.603,Left,-4.634533,-1.491023,9.341052,1
72057594037935930,11:15:30.603,Right,5.79671,-1.884893,9.541635,1
72057594037935930,11:15:30.636,Left,-4.606315,-1.534936,9.290042,1
72057594037935930,11:15:30.636,Right,5.812541,-1.344074,9.552763,1
72057594037935930,11:15:30.687,Left,-4.544792,-1.606735,9.215902,1
72057594037935930,11:15:30.687,Right,5.765327,-0.5373597,9.575548,1
72057594037935930,11:15:30.720,Left,-4.482397,-1.669586,9.145405,1
72057594037935930,11:15:30.720,Right,5.681456,0.1547715,9.596861,1
72057594037935930,11:15:30.771,Left,-4.404555,-1.732481,9.073799,1
72057594037935930,11:15:30.771,Right,5.502409,0.7787081,9.626555,1
72057594037935930,11:15:30.805,Left,-4.311766,-1.814448,8.973396,1
72057594037935930,11:15:30.805,Right,5.127981,1.411474,9.682271,1
72057594037935930,11:15:30.838,Left,-4.204301,-1.903284,8.892808,1
72057594037935930,11:15:30.838,Right,4.71877,1.873655,9.720272,1
72057594037935930,11:15:30.889,Left,-4.040169,-2.081003,8.875972,1
72057594037935930,11:15:30.889,Right,4.271988,2.209588,9.742484,1
72057594037935930,11:15:30.923,Left,-3.881036,-2.22597,8.788711,1
72057594037935930,11:15:30.923,Right,3.579554,2.451575,9.730885,1
72057594037935930,11:15:30.956,Left,-3.758694,-2.331143,8.71771,1
72057594037935930,11:15:30.956,Right,2.985676,2.535151,9.698872,1
72057594037935930,11:15:31.007,Left,-3.629002,-2.44956,8.630749,1
72057594037935930,11:15:31.007,Right,2.301812,2.478445,9.641846,1
72057594037935930,11:15:31.041,Left,-3.517959,-2.552131,8.557981,1
72057594037935930,11:15:31.041,Right,1.791506,2.285648,9.558317,1
72057594037935930,11:15:31.091,Left,-3.468921,-2.57442,8.42111,1
72057594037935930,11:15:31.091,Right,1.376638,2.004608,9.47886,1
72057594037935930,11:15:31.125,Left,-3.387118,-2.708915,8.272485,1
72057594037935930,11:15:31.125,Right,0.9306723,1.499895,9.440796,1
72057594037935930,11:15:31.159,Left,-3.336648,-2.83762,8.170338,1
